"('MD', '.')",42
"('DT', 'PRP')",77
"('WDT', 'EX')",1
"('UH', 'JJR')",2
"('CD', 'WDT')",4
"('.', 'PDT')",19
"('PDT', 'IN')",4
"('DT', 'EX')",1
"('WP$', 'NN')",5
"('VBP', 'PDT')",15
"('VBZ', 'MD')",6
"('MD', ""''"")",1
"(':', 'FW')",1
"('FW', ':')",5
"('CC', ',')",39
"('PRP', 'PRP$')",34
"('PRP$', ""''"")",1
"('PRP$', 'MD')",3
"('MD', ',')",11
"('VBP', 'WP')",116
"('RB', 'RBS')",2
"('RBS', 'RB')",1
"(',', 'CD')",125
"('JJR', ':')",5
"('PRP', 'POS')",5
"('JJS', '.')",21
"('UH', 'NNS')",1
"('MD', 'TO')",8
"('RBR', 'DT')",6
"(',', ""''"")",55
"('JJS', 'PRP')",20
"('TO', ',')",8
"('DT', 'RBS')",25
"('RBS', 'NNP')",1
"('CC', '.')",11
"('MD', 'RBR')",1
"('IN', 'NNPS')",17
"('VBZ', 'JJS')",4
"('JJR', ',')",18
"('RB', 'JJS')",3
"('TO', 'WDT')",1
"('PRP', 'CD')",47
"('CD', 'JJR')",17
"('PRP$', ':')",8
"('VBD', 'MD')",3
"('WDT', 'CD')",5
"('.', 'RP')",4
"('WRB', ',')",10
"('UH', 'CC')",2
"('CC', 'UH')",4
"('RP', 'PRP')",20
"('TO', 'WP')",6
"('MD', 'CC')",3
"(':', ',')",8
"('JJ', '#')",130
"('POS', ',')",7
"(',', '$')",2
"('WP', 'RP')",1
"('MD', 'PRP$')",3
"(',', '``')",244
"('UH', 'PRP$')",116
"(':', 'PDT')",8
"('RB', '$')",3
"('DT', 'VB')",26
"('NNPS', 'VBD')",7
"('PRP', 'JJR')",23
"('JJR', 'VB')",10
"('NNP', 'UH')",33
"(',', '.')",15
"('PRP$', 'CD')",11
"('``', ',')",3
"('.', '$')",2
"('PRP$', 'IN')",30
"('TO', '$')",3
"('PRP$', ',')",14
"('VBD', '$')",6
"('JJS', 'VBP')",2
"('EX', 'WRB')",1
"('MD', 'VBP')",21
"('VBD', 'EX')",5
"(',', 'NNPS')",7
"('VBP', 'JJS')",4
"('PRP', 'WDT')",10
"('PDT', 'PRP$')",1
"('UH', 'JJ')",5
"('JJR', 'WRB')",1
"('CD', 'RBS')",1
"('RBR', 'WRB')",3
"('RP', 'WP')",10
"('NNPS', 'VBG')",4
"('VBP', 'RBR')",8
"('WDT', 'POS')",1
"('VBD', 'NNPS')",2
"('NNPS', ',')",10
"('JJR', 'WDT')",2
"('VBD', 'PDT')",11
"('JJ', 'WDT')",5
"(""''"", 'PDT')",1
"('.', 'NNPS')",13
"('VBD', '#')",164
"('WRB', 'PDT')",4
"(',', '#')",2
"(',', 'JJR')",13
"('JJR', 'VBP')",3
"('RP', 'WP$')",1
"('WP$', 'VBG')",1
"('WDT', '.')",19
"('TO', 'WRB')",4
"('WDT', 'PRP')",23
"('``', 'EX')",3
"(',', ',')",2
"(',', 'JJS')",9
"('VBG', 'POS')",3
"('PRP$', 'PRP$')",1
"('PRP$', 'TO')",5
"('VB', 'EX')",6
"('JJR', 'PRP')",6
"('PRP$', 'CC')",11
"('PRP$', 'VB')",5
"('WP', '``')",2
"('NNPS', 'RB')",6
"('JJS', ':')",1
"('VBP', 'NNPS')",3
"('JJS', 'VB')",6
"('PRP$', 'VBG')",23
"('POS', 'JJS')",7
"('RBR', 'VBP')",1
"('NN', 'UH')",1
"('FW', ',')",5
"('#', 'NNP')",5
"('POS', 'CD')",3
"('NNPS', 'WP')",2
"('WP', 'PRP$')",11
"('EX', ',')",1
"('JJ', 'UH')",2
"('PRP', '$')",4
"(',', 'PDT')",9
"('VBZ', '$')",5
"('WRB', 'WP')",2
"('WRB', 'WDT')",1
"('VBG', 'WP')",7
"('DT', 'PDT')",2
"('CC', 'SYM')",2
"('PRP', 'EX')",8
"('EX', ':')",7
"('PRP$', 'WRB')",4
"('VBP', 'POS')",2
"(':', 'RBR')",5
"('CC', 'NNPS')",3
"('WP', ""''"")",1
"('CC', 'RBR')",15
"('RBR', 'CC')",11
"('``', 'POS')",1
"('VBN', 'RBR')",6
"('PRP$', 'JJR')",5
"('NN', 'PDT')",10
"('TO', 'NNPS')",2
"('UH', 'WP')",1
"('EX', ""''"")",1
"('NNPS', 'EX')",1
"('RP', 'RBR')",2
"('PRP$', 'PRP')",4
"('PRP$', 'EX')",1
"('EX', 'IN')",5
"('JJ', 'EX')",4
"('JJS', ',')",13
"('EX', 'VB')",1
"('.', 'VBD')",8
"('JJS', 'VBD')",1
"('VBN', '$')",1
"('CD', 'NNPS')",1
"('PDT', 'PRP')",1
"('WRB', 'WRB')",3
"('WDT', ':')",4
"('PRP', 'NNPS')",2
"('NNPS', 'VB')",1
"('CD', 'VB')",5
"('JJS', 'TO')",3
"('RB', 'UH')",5
"('.', 'WDT')",7
"('VBG', '$')",1
"('DT', 'WDT')",5
"('MD', 'NNS')",1
"('UH', 'RB')",4
"('MD', 'CD')",3
"('UH', 'VBP')",1
"('DT', '$')",3
"('PRP$', 'VBP')",2
"('EX', 'NNS')",1
"('VBP', 'FW')",2
"('FW', 'POS')",1
"('PRP$', 'FW')",1
"('FW', 'PRP$')",1
"('EX', 'NNP')",1
"('VBP', 'WP$')",1
"('WP', 'JJR')",1
"('RB', 'WP$')",1
"(',', 'RBR')",13
"('WP', 'RBR')",1
"('JJS', 'CC')",6
"('PDT', 'NNP')",1
"('RP', 'JJR')",2
"('PRP$', 'WP')",1
"('CD', '#')",1
"('UH', 'NNP')",2
"('VBP', '#')",23
"('RP', 'WDT')",1
"('VBZ', '#')",4
"('POS', 'WP')",2
"('TO', 'RP')",1
"('JJR', 'DT')",3
"('NNS', 'EX')",3
"('PRP', 'JJS')",1
"('TO', 'VBD')",1
"('JJS', 'PDT')",1
"('TO', 'PDT')",2
"('VBD', 'UH')",1
"('NNPS', 'WRB')",1
"('JJ', 'RBR')",4
"('PRP$', 'VBZ')",1
"('EX', 'JJ')",3
"('RBR', 'TO')",3
"('POS', 'JJR')",2
"('NNPS', 'MD')",3
"('VBN', 'NNPS')",1
"('VBN', 'WP')",2
"('WRB', 'CC')",1
"('FW', 'PRP')",3
"('UH', 'TO')",4
"('IN', 'RBR')",4
"('RP', 'POS')",1
"('WDT', 'VB')",1
"('CD', 'JJS')",1
"('VBP', '$')",1
"('PRP$', 'PDT')",1
"('JJR', 'CD')",3
"('RB', 'WDT')",1
"('MD', 'VBD')",2
"('RB', '#')",6
"(',', 'LS')",1
"('LS', '.')",1
"('WP', 'WDT')",1
"('RBR', 'PRP')",3
"('VBG', 'WDT')",2
"('JJ', 'WP')",3
"('#', '#')",32
"('RB', 'SYM')",3
"('#', ',')",2
"('#', '.')",3
"('PRP', 'FW')",1
"('JJR', 'PRP$')",1
"(',', 'RP')",1
"('RBS', '.')",2
"('VBP', 'RBS')",4
"('RBS', 'IN')",2
"(',', 'WP$')",1
"('RBS', 'VB')",1
"('JJS', 'MD')",1
"('#', 'PRP')",1
"(')', ',')",17
"('VBZ', '(')",2
"('NNS', 'FW')",1
"('RBR', 'VBN')",4
"('RBR', 'NNP')",1
"('JJR', 'WP')",1
"('WP', 'CD')",2
"('.', 'RBR')",3
"('JJS', 'VBN')",1
"('JJS', 'VBZ')",1
"('WDT', '(')",1
"('RBR', '``')",2
"('UH', '(')",1
"('JJR', 'VBD')",1
"('JJ', 'SYM')",2
"('RBR', 'CD')",1
"('.', 'FW')",1
"('(', 'PRP$')",1
"('CC', 'RBS')",1
"('JJR', 'RBR')",1
"('NNPS', 'JJ')",2
"('RP', 'PDT')",1
"('RB', 'NNPS')",1
